Title,URL,Price,Location,Image,Offer type,Rooms,Area,Price per m²
Sprzedam udział 1/6 w domu Waszawa Włochy,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/sprzedam-udzial-1-6-w-domu-waszawa-wlochy-ID4wdxf,95 000 zł,"ul. Naukowa, Stare Włochy, Włochy, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InllZ3BmMzQ3Y2c0NjItQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.YZHvPreqqvg9JNI42s6ZMs9tNgxWbbvAB_R-__KSOfY/image;s=655x491;q=80,"Mazovia Real Estates
Biuro nieruchomości",5 pokoi,144 m²,660 zł/m²
"Nowoczesny bliźniak 191,28 m2 | Wilanów",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/nowoczesny-blizniak-191-28-m2-wilanow-ID4tF4X,2 180 000 zł,"ul. Przestronna, Kępa Zawadowska, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjV6anRlNnhhY29rbjItRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.9y5PsENJkhzvmO_Xam9yJrPjxwzYT8tUtGW_XqhO1_U/image;s=655x491;q=80,"En Casa Premium Real Estate
Biuro nieruchomości",5 pokoi,191.28 m²,11 397 zł/m²
"Nowoczesny bliźniak 191,28 m2 | Wilanów",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/nowoczesny-blizniak-191-28-m2-wilanow-ID4tF76,2 350 000 zł,"ul. Przestronna, Kępa Zawadowska, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjN5Z2JkbWUyZTBoNi1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.aFFUcfZ0fndL0CsdKQ6uZPPaFRR1C2PuUZEni2EZhMQ/image;s=655x491;q=80,"En Casa Premium Real Estate
Biuro nieruchomości",5 pokoi,191.28 m²,12 286 zł/m²
221 M2 - Powierzchni Użytkowej Na Działce 1500 M2,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/221-m2-powierzchni-uzytkowej-na-dzialce-1500-m2-ID4wds5,2 870 000 zł,"Łęgowa, Powsin, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjJlbHN0b250YjRvMi1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.hAdNK0rvMiMEMpTNQzGzOX_0lIWjAj9UTH_dbwE5EIA/image;s=655x491;q=80,"The Estate Warsaw
Biuro nieruchomości",6 pokoi,284.18 m²,10 099 zł/m²
221 M2 Powierzchni/ 6 Pokoi/ Działka 1500 M2,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/221-m2-powierzchni-6-pokoi-dzialka-1500-m2-ID4wdrZ,2 870 000 zł,"Łęgowa, Powsin, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im9zNzU1YjJ0bHI1ODEtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.13TWkrrXVWqGLJ-HG5-QoxtFknYiDSuJIIA-17oVJaY/image;s=655x491;q=80,"The Estate Warsaw
Biuro nieruchomości",6 pokoi,284.18 m²,10 099 zł/m²
Perełka!4 pok z ogrodem na dachu 130 m2,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/perelka-4-pok-z-ogrodem-na-dachu-130-m2-ID4wdr3,2 794 000 zł,"Odolany, Wola, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImZiemZuNGtveDluYTEtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.EvjaDpd34tqVUXcCWNudl2lwJ_635ZXJhRzpyk-paW0/image;s=655x491;q=80,"Biuro Sprzedaży ES SA Development Sp.z.o.o
Biuro nieruchomości",4 pokoje,107 m²,26 112 zł/m²
"Ursynów, wolnostojący, 330 m2, działka 1001 m2",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/ursynow-wolnostojacy-330-m2-dzialka-1001-m2-ID4wdav,2 900 000 zł,"Pyry, Ursynów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImxucGpmNXJqaXFtMS1BUEwiLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.6I1agrdt3f45H4YpOYLtBKStIQwEY60pAKUjx3kAOqI/image;s=655x491;q=80,"Brzozowski Nieruchomości
Biuro nieruchomości",6 pokoi,330 m²,8788 zł/m²
Ekskluzywny dom na Zawadach,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/ekskluzywny-dom-na-zawadach-ID4tnZi,3 700 000 zł,"ul. Calowa, Kępa Zawadowska, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjlnbmJ1NDI4NXJpdS1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.JLaImFiForkrs2ugAewtE4YP03tjl1cIcFUnETTZ7TI/image;s=655x491;q=80,"Aurum REH Sp.zo.o.
Biuro nieruchomości",6 pokoi,361 m²,10 249 zł/m²
Komfortowy dom na sprzedaż w Choszczówce,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/komfortowy-dom-na-sprzedaz-w-choszczowce-ID4jGcW,3 500 000 zł,"ul. Jabłoni, Choszczówka, Białołęka, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InN1dTJ3dWV2bWdkbDItQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.cXeMHtNcNVKGMwqLc8XCrDTLFYpS8z3CFmbBAu6zhrc/image;s=655x491;q=80,"Hamilton May
Biuro nieruchomości",5 pokoi,300 m²,11 667 zł/m²
Dom 150m2 A6 | 4 sypialnie | REZERWACJA,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/dom-150m2-a6-4-sypialnie-rezerwacja-ID4pWPc,Zapytaj o cenę,"Powsin, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjNpcmV1cGl6ajJyZjEtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.26b5ZfuXtpZrAw229Xlt_HvOdpXL4nxX3f5gviNhk3Q/image;s=655x491;q=80,"PFS2 Sp. z o.o.
Deweloper",6 pokoi,150 m²,N/A
❗Jawczyce/300 m2 w promocyjnej cenie ❗,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/jawczyce-300-m2-w-promocyjnej-cenie-ID4u2QB,1 850 000 zł,"Gołąbki, Ursus, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Imdldmhhanh6cTd6OTEtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.Lnu7Laao2XyA55moHuC4gyuPmJ2HazZ4gGC2YcJIjCg/image;s=655x491;q=80,"Trendy House Tomasz Wycech
Biuro nieruchomości",7 pokoi,294 m²,6293 zł/m²
Dom wolnostojący 350 m.2 na działce o 1000 M 2.,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/dom-wolnostojacy-350-m-2-na-dzialce-o-1000-m-2-ID4tidh,3 850 000 zł,"Marysin Wawerski, Wawer, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InV0czJzamZiaDczeS1BUEwiLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.L1CVG7qXGua5iinlWEe7qX6lr9oHy5BZrLw2hn-k4jY/image;s=655x491;q=80,"Residents Monika Szarawarska
Biuro nieruchomości",7 pokoi,300 m²,12 833 zł/m²
"Wawer, segment środkowy, 5 pokoi, 121m2",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/wawer-segment-srodkowy-5-pokoi-121m2-ID4st9G,1 050 000 zł,"Falenica, Wawer, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjVsMDUwdjc1cm54MjItQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.OWkdf0UOsRuzKX-PTtqzj4cjf-IKbJ7abToqTlFdt3k/image;s=655x491;q=80,"Stołeczne Centrum Nieruchomości
Biuro nieruchomości",5 pokoi,121 m²,8678 zł/m²
1/2 bliźniaka z działką 300m2 w cenie mieszkania !,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/1-2-blizniaka-z-dzialka-300m2-w-cenie-mieszkania-ID4uhmM,1 050 000 zł,"Międzylesie, Wawer, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Iml5Z2llN25sbms0bjEtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.UZSb9dMKrAKs9nU1rFSSOGoSQPzCnRON_idHNjlswVA/image;s=655x491;q=80,"Stołeczne Centrum Nieruchomości
Biuro nieruchomości",4 pokoje,92 m²,11 413 zł/m²
Dom do remontu na Starym Wilanowie,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/dom-do-remontu-na-starym-wilanowie-ID4uTYS,4 590 000 zł,"Wilanów Niski, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjBwaTJhc3R1dmF2bDEtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.3JkuyRTukGwcIegKHoggi1pFzLnVg3oNoz3dY3gZvjQ/image;s=655x491;q=80,"Vilea Property Boutique
Biuro nieruchomości",7 pokoi,270 m²,17 000 zł/m²
Dom Dla Rodziny I 6 Pokoi I Ogródek I Cisza,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/dom-dla-rodziny-i-6-pokoi-i-ogrodek-i-cisza-ID4uTv0,2 140 000 zł,"ul. Modlińska, Nowodwory, Białołęka, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InJ3Y29pZ2FjbGxwaDItRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.m_H3Z2PNEIzoWb5YotOyHuSJWWDuEAcpF3R-DNCjkjc/image;s=655x491;q=80,"HomeAlly
Biuro nieruchomości",6 pokoi,206.1 m²,10 383 zł/m²
"Elegancki 147 segment z ogrodem, Bielany",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/elegancki-147-segment-z-ogrodem-bielany-ID4tpsL,1 675 900 zł,"ul. Loteryjki, Wólka Węglowa, Bielany, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjVuOTVrams5eHFrZjMtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.rT7sgPlucQ4Hy0VU1FAuRi3pYCrHxLajsf7V4140Qag/image;s=655x491;q=80,Biuro nieruchomości,6 pokoi,147 m²,11 401 zł/m²
Dom jednorodzinny z ogrodem Warszawa Ursynów,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/dom-jednorodzinny-z-ogrodem-warszawa-ursynow-ID4wcsk,1 730 000 zł,"ul. Litworowa, Pyry, Ursynów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im9zdGN2c2oxb2dxcjEtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.Ojl73nqHfWKUnlJQfHhIxwrnOB-VCAJ6DS5LwlNX0yI/image;s=655x491;q=80,Oferta prywatna,7 pokoi,163.49 m²,10 582 zł/m²
"Przytulny, cichy, z klimatem pod Lasem Kabackim!",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/przytulny-cichy-z-klimatem-pod-lasem-kabackim-ID4wcpV,2 500 000 zł,"Pyry, Ursynów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Iml0M2Y0a3pvMmdjMzItQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.WEt4RjRwCpkt9qpsYbhGpcOjZTBCZ9rhwPYPE1A_TO4/image;s=655x491;q=80,"TJM Nieruchomości Justyna Tymińska
Biuro nieruchomości",5 pokoi,230 m²,10 870 zł/m²
"Willa Nowoczesna 298 m2, działka 793 m2",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/willa-nowoczesna-298-m2-dzialka-793-m2-ID4tofQ,2 950 000 zł,"Sadul, Wawer, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Imk2N2FhNjlsc2I1NTMtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.dlcdElJRjeNmTcInb6epRqLoglXsmRaafcMwbj4ayHs/image;s=655x491;q=80,"ALL Estate
Biuro nieruchomości",9 pokoi,298 m²,9899 zł/m²
Wolnostojący dom blisko ASW,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/wolnostojacy-dom-blisko-asw-ID4w27n,4 690 000 zł,"Konstancin-Jeziorna, Konstancin-Jeziorna, piaseczyński, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InJvZWl3ejl1cGhvMzItRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.RHsTYEIKXHVp6j648Mmpsg912yBhT7gLEgW6GzvBt6g/image;s=655x491;q=80,"Delago.pl Sp z.o.o
Biuro nieruchomości",6 pokoi,416 m²,11 274 zł/m²
7 Pokoi | Dla Dużej Rodziny | Zielono | Szkoły,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/7-pokoi-dla-duzej-rodziny-zielono-szkoly-ID4waII,3 970 000 zł,"ul. Białego Dębu, Stegny, Mokotów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImcxbTR1MHh2bXhrZjMtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.A21-L7m8-8h_9CBUyFPButWsT4JdyuXs8DrQQtPn1Yg/image;s=655x491;q=80,"New Home !
Biuro nieruchomości",7 pokoi,158.59 m²,25 033 zł/m²
Domy | Luksusowe Wille Na Mokotowie | 0% Prowizji,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/domy-luksusowe-wille-na-mokotowie-0-prowizji-ID4waIH,4 060 000 zł,"ul. Białego Dębu, Stegny, Mokotów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InNiOGJ4ZnZ6eHJvZDMtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.fIsOpoBHL_apjAxKtWz0E8gPvXV0UwNRM-4Gfyiq6as/image;s=655x491;q=80,"New Home !
Biuro nieruchomości",7 pokoi,162.56 m²,24 975 zł/m²
"Bielany, Dankowicka, bliźniak, 270 m2, 2012 r.",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/bielany-dankowicka-blizniak-270-m2-2012-r-ID4wcet,2 999 999 zł,"Huta, Bielany, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImNqamVxcW5ncWd5ajEtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.FbuIdTfR_adVmuaFgjAZHkJ-0P2La759riTiyxRtc8w/image;s=655x491;q=80,"Brzozowski Nieruchomości
Biuro nieruchomości",7 pokoi,270 m²,11 111 zł/m²
7-pokojowy dom 255m2 + ogródek Bezpośrednio,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/7-pokojowy-dom-255m2-ogrodek-bezposrednio-ID4uofX,4 100 000 zł,"ul. Białego Dębu, Stegny, Mokotów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InBpb2pvaWJ1czdjYy1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.Y_6NNFzA5HJoMgywUTgHfGIG2tuofaPJCPD6093SKqY/image;s=655x491;q=80,"Skanska
Deweloper",7 pokoi,255.86 m²,16 024 zł/m²
Klimatyczny dom w osiedlu przy Jeziorze Wingerta,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/klimatyczny-dom-w-osiedlu-przy-jeziorze-wingerta-ID4tM6R,1 300 000 zł,"Pyry, Ursynów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjR6N3g4eTFienY0aTEtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.zcWQ7lzkfZ1ve63B0oa38el2uZnyXwbi6ple0A6QCr8/image;s=655x491;q=80,"ETW Kancelaria Nieruchomości
Biuro nieruchomości",3 pokoje,120 m²,10 833 zł/m²
"Piękny, zadbany dom, do zamieszkania od 1.05!",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/piekny-zadbany-dom-do-zamieszkania-od-1-05-ID4iIn0,1 990 000 zł,"ul. Warszawska, Zielona-Grzybowa, Wesoła, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImI5ZXd2eXh3ZmxxMzMtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.7Xt7JbF-_8UFqdUcbY9I2_YsbjkKSndMgyFBgxNXcqM/image;s=655x491;q=80,Oferta prywatna,6 pokoi,239 m²,8326 zł/m²
"Dom, 160 m², Warszawa",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/dom-160-m-warszawa-ID4wbT3,1 350 000 zł,"Aleksandrów, Wawer, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InhvZG1qMTJwNndsYi1BUEwiLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.y4EpnPrnVb7jNdXUbwyh5GxC3Ksl9DjSh3RW_kOzYTM/image;s=655x491;q=80,"HOMEPLUS Nieruchomości
Biuro nieruchomości",6 pokoi,160 m²,8438 zł/m²
Osiedle Gułowska | dom nr 3_2,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/osiedle-gulowska-dom-nr-3-2-ID4nKaR,1 370 000 zł,"ul. Poprawna 95, Las, Wawer, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Imd3a3VseW5wNmEzcTEtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.MBzMvRvL3f-Uz9HSENmQfGqPSCrM4Zl-PS6O-tG_gtg/image;s=655x491;q=80,"Ambud-Invest A.M. Cieśluk spółka komandytowa
Deweloper",5 pokoi,142 m²,9648 zł/m²
Segment na Bemowie o pow. 204m2,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/segment-na-bemowie-o-pow-204m2-ID4wbQx,2 600 000 zł,"ul. Dywizjonu 303 303, Górce, Bemowo, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjBheDk0c2p5MXdxazEtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.rMO6JeCfnj3Fc8-wifZY2A5CC0QcU1ZJ0YT-gaf-f7U/image;s=655x491;q=80,Oferta prywatna,5 pokoi,204 m²,12 745 zł/m²
Bliźniak W Stanie Deweloperskim Od Zaraz !!!,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/blizniak-w-stanie-deweloperskim-od-zaraz-ID4uJMk,1 249 000 zł,"ul. Retmańska, Falenica, Wawer, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InExcTg2OHJzanZmOTMtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.PwpBvC23Abw9E7ai9ZoUtf-5Lejl1AqzPCQSydZp3xw/image;s=655x491;q=80,"Belvedere Estate | Butikowa Agencja Nieruchomości
Biuro nieruchomości",5 pokoi,156.28 m²,7992 zł/m²
,https://www.otodom.plhttps://www.otodom.pl/hpr/pl/oferta/blizniak-stan-deweloperski-6-pokoi-ID4wdFz,,,,,N/A,N/A,N/A
Segment w stylu kanadyjskim z ogródkiem,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/segment-w-stylu-kanadyjskim-z-ogrodkiem-ID4wbzE,1 300 000 zł,"Platynowa (Wesoła), Okęcie, Włochy, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjJ1ZmVyYmRsY2w4dDMtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.IjHJNznPJhN8X_7TA9-M7ByLYf11_xi-iqtQ7MmcZVI/image;s=655x491;q=80,"Metrohouse Franchise S.A.
Biuro nieruchomości",4 pokoje,177.5 m²,7324 zł/m²
Dom#Sprzedam# Bemowo,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/dom-sprzedam-bemowo-ID4uOJg,2 500 000 zł,"ul. Wojciecha Korfantego, Bemowo-Lotnisko, Bemowo, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InBvaXZtdnZ2MmFtczEtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.2ecDKaZtA6HXenf5PrXEFFbybHDm5ZAgWvOI2y-jLDE/image;s=655x491;q=80,"BRiK Nieruchomości
Biuro nieruchomości",10 pokoi,350 m²,7143 zł/m²
Domy blisko Miasteczka Wilanów | Ogródki 290-607m2,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/domy-blisko-miasteczka-wilanow-ogrodki-290-607m2-ID4wbuA,1 910 000 zł,"ul. Ruczaj, Powsin, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImFjcWM1dW90bDQ3dzItQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.h9puOp3SG5GDnAfuuhePQkdWlIJ84alPuT09Q7KK0Qs/image;s=655x491;q=80,Oferta prywatna,5 pokoi,174 m²,10 977 zł/m²
"Bliźniak Na Dużej Działce_5 Pokoi, Garaż, Ogród",https://www.otodom.plhttps://www.otodom.pl/pl/oferta/blizniak-na-duzej-dzialce-5-pokoi-garaz-ogrod-ID4wbsS,2 390 000 zł,"Powsin, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IndscTZ6ZGxyODVicDItRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.-IaWEynobEesqL_Bp8_4GwEYD7aciV08r8Wp7FlCijM/image;s=655x491;q=80,"WARSZAWSKIE NIERUCHOMOŚCI sprzedaż wynajem zarządzanie sp. z o.o.
Biuro nieruchomości",5 pokoi,232.95 m²,10 260 zł/m²
Elegancki bliźniak z ogrodem w Wilanowie,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/elegancki-blizniak-z-ogrodem-w-wilanowie-ID4w6Ff,2 750 000 zł,"Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InR1dXh1eTEyODZ6ajItRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.9VxM9nVwC5feZErVCDq_fORAx1XezX13m-HqVXDsukY/image;s=655x491;q=80,"Monevie Partners
Biuro nieruchomości",5 pokoi,150.2 m²,18 309 zł/m²
Okazja! Taniej niż u dewelopera-500m ASW,https://www.otodom.plhttps://www.otodom.pl/pl/oferta/okazja-taniej-niz-u-dewelopera-500m-asw-ID4rCdB,5 290 000 zł,"Powsin, Wilanów, Warszawa, mazowieckie",https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImhiZDBicDNtemFlcTItRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.DBgxfFFzxlH9MN3u7Q7hSpOnPLsRu8X816FdE9EZYT4/image;s=655x491;q=80,"Delago.pl Sp z.o.o
Biuro nieruchomości",7 pokoi,330 m²,16 030 zł/m²
