Title,URL,Location,Total Price,Area,Price per m²,Property Type,Rooms,Plot Area,Description,Image
"Dom z garażem, Wesoła","https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-parkingiem/21042640.html",Wesoła Warszawa,2 000 000 zł,230 m²,"8 695,65 zł/m²",dom wolnostojący,5,2 258 m²,Nieruchomość zabudowana domem mieszkalnym parterowym i budynkiem biurowo-magazynowym na działce 2258mkw W warszawie dzielnica Wesoła Nieruchomość położona na terenie nie objętym Miejscowym...,https://i.st-nieruchomosci-online.pl/f1s925c/dom-warszawa.jpg
"Dom z garażem, ul. Włóki","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/24501058.html",Zawady Warszawa,2 728 000 zł,248 m²,11 000 zł/m²,bliźniak,5,722 m²,": krótko: kępa Oborska, na pograniczu z Zawadami | nowoczesna połowa bliźniaka o powierzchni 250 m2 z możliwością powiększenia do 270 m2 | 3 sypialnie + oranżeria na ostatnim piętrze...",https://i.st-nieruchomosci-online.pl/h567xbc/dom-warszawa.jpg
"Dom z garażem, ul. Fortel","https://warszawa.nieruchomosci-online.pl/umeblowany,dom-wolnostojacy/25580265.html",Dąbrówka Grzybowska Warszawa,3 000 000 zł,330 m²,"9 090,91 zł/m²",dom wolnostojący,5,2 814 m²,Białołęka_henryków Zaciszna posiadłość położona w lesie w Henrykowie na Białołęce 12 km. od Centrum (dojazd ze Śródmieścia 15 minut). Nieruchomość położona w wyjątkowej...,https://i.st-nieruchomosci-online.pl/88zqbsc/dom-warszawa.jpg
"Dom wolnostojący, ul. Pozytywki","https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,wysoki-standard/25066913.html",Ursynów Warszawa,2 880 000 zł,226 m²,"12 743,36 zł/m²",dom wolnostojący,5,737 m²,"Zjawiskowy, luksusowy dom o powierzchni użytkowej 226,04 m , oddany do użytku w 2018 roku. Dzięki jego imponującemu rozmiarowi świetnej lokalizacji jest to nieruchomość niezrównana pod...",https://i.st-nieruchomosci-online.pl/8yddffc/dom-warszawa.jpg
Dom wolnostojący Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25482959.html",Białołęka Warszawa,3 800 000 zł,300 m²,"12 666,67 zł/m²",dom wolnostojący,6,992 m²,"Do sprzedania dom o powierzchni 300 m2 na Białołęce. Dom ulokowany na działce o powierzchni 992 m2 z wkomponowanym dodatkowym mieszkaniem nad garażem, z oddzielnym wejściem,...",https://s.st-nieruchomosci-online.pl/no/gfx/nno-photo-mini.jpg
Dom z garażem,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25292398.html",Wilanów Warszawa,2 750 000 zł,"149,81 m²","18 356,59 zł/m²",część domu,5,172 m²,"Eurovilla prezentuje komfortowy segment skrajny na sprzedaż - idealny dla większej rodziny. Lokalizacja Dom zlokalizowany jest w przepięknej części Wilanowa, w sąsiedztwie Parku Natolińskiego...",https://i.st-nieruchomosci-online.pl/8g3fpzc/dom-warszawa.jpg
Dom bliźniak Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/24903419.html",Wawer Warszawa,2 149 000 zł,265 m²,"8 109,43 zł/m²",bliźniak,6,291 m²,"Bliźniak o charakterze w świetnej lokalizacji w Wawrze, z łatwym dostępem do szkół, sklepów i usług. Dom posiada 265 mkw powierzchni i położony jest na działce ok. 300...",https://i.st-nieruchomosci-online.pl/8k17zkc/dom-warszawa-sprzedaz.jpg
"Dom z garażem, ul. Bruzdowa","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25446658.html",Zawady Warszawa,2 180 000 zł,230 m²,"9 478,26 zł/m²",bliźniak,6,490 m²,Mam dziś do zaoferowania Państwu bliźniaka na Wilanowie! Zakup od dewelopera zwalnia kupującego z 2% podatku pcc. Cena promocyjna tylko na 1 dom! 2 180 000 złotych informacje O nieruchomości:...,https://i.st-nieruchomosci-online.pl/8gzbrbc/dom-warszawa-sprzedaz.jpg
Dom bliźniak Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25647724.html",Mokotów Warszawa,4 060 000 zł,"256,99 m²","15 798,28 zł/m²",bliźniak,7,220 m²,.: Jaśminowy Mokotów | Domy | 160 mkw | Zieleń | 3 poziomy | 3 miejsca parkingowe | certyfikat breeam : Dwanaście domów zaprojektowanych z myślą o wysokim poziomie prywatności i wygody....,https://i.st-nieruchomosci-online.pl/8kkqdvc/dom-warszawa-sprzedaz.jpg
Dom bliźniak Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25597022.html",Białołęka Warszawa,1 599 000 zł,"133,08 m²","12 015,33 zł/m²",bliźniak,5,400 m²,"Przedstawiam Państwu na sprzedaż rewelacyjny dom w zabudowie bliźniaczej ! Nasza rekomendacja: nieruchomość idealna dla rodziny, osób ceniących prywatność, jedocześnie szukających komfortowych...",https://i.st-nieruchomosci-online.pl/88vfcmc/dom-warszawa.jpg
"Dom z garażem, ul. Sępia","https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-parkingiem/25554280.html",Marysin Wawerski Warszawa,2 499 000 zł,312 m²,"8 009,62 zł/m²",dom wolnostojący,8,884 m²,"Na sprzedaż oferujemy dom jednorodzinny w zabudowie bliźniaczej, znajdujący się przy ul. Sępiej 27 i 27a w Warszawie, w dzielnicy Marysin Wawerski. Nieruchomość składa się...",https://i.st-nieruchomosci-online.pl/88q4cqc/dom-warszawa.jpg
Dom z garażem,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25558479.html",Białołęka Warszawa,2 140 000 zł,"206,10 m²",10 383 zł/m²,część domu,6,210 m²,"Komfortowy dom dla rodziny na białołęce 6 przestronnych pokoi (5 sypialni) ogródek I garaż Na sprzedaż dom szeregowy z 2008 roku o powierzchni użytkowej 156,30 m posiadający...",https://i.st-nieruchomosci-online.pl/8gz1y8c/dom-z-parkingiem.jpg
Dom z garażem,"https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-parkingiem/25628481.html",Wilanów Warszawa,3 290 000 zł,320 m²,"10 281,25 zł/m²",dom wolnostojący,6,600 m²,Zapraszamy do zapoznania się z ofertą domu wolnostojącego przy ul. Glebowej. Istnieje możliwość wykończenia domu przez dewelopera! główne atuty: funkcjonalny układ z podziałem na strefę...,https://i.st-nieruchomosci-online.pl/8hns64c/dom-warszawa.jpg
Dom z garażem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25605079.html",Wilanów Warszawa,6 500 000 zł,279 m²,"23 297,49 zł/m²",bliźniak,7,467 m²,: krótko: wilanów. Nowoczesny bliźniak o powierzchni 279 m2. / działka 467 m2. : dla kogo? Wyszukany design skierowany jest do osób poszukujących rodzinnego domu o nowoczesnej architekturze....,https://i.st-nieruchomosci-online.pl/88m4dfc/dom-warszawa.jpg
Dom wolnostojący Warszawa,"https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,nowy-wykonczony/21566376.html",Zawady Warszawa,3 600 000 zł,650 m²,"5 538,46 zł/m²",dom wolnostojący,13,1 250 m²,"Wilanów/zawady, wolnostojący 650 mkw na działce 1200 mkw: piwnica:pokój-relaks ok.55m, pomieszczenia pomocnicze:16, 10, 17 i 14 mkw (suszarnia, kotłownia, pralnia) PARTER: kuchnia z jadalnią...",https://i.st-nieruchomosci-online.pl/gpgg8hc/dom-warszawa.jpg
Domek letniskowy Warszawa,"https://warszawa.nieruchomosci-online.pl/dom-letniskowy,wysoki-standard/25611223.html",Warszawa mazowieckie,250 000 zł,31 m²,"8 064,52 zł/m²",dom letniskowy,2,1 m²,"Prezentujemy domki wypoczynkowe pod klucz renomowanej firmy, zajmującej się budową w technologii modułowej. Domki można ustawić na działce rekreacyjnej, budowlanej lub inwestycyjnej. Domki...",https://i.st-nieruchomosci-online.pl/886n3pc/dom-warszawa.jpg
Dom wysoki standard Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/24494844.html",Wawer Warszawa,2 950 000 zł,"254,58 m²","11 587,71 zł/m²",bliźniak,6,378 m²,"Wyjątkowe wnętrza, wykończone z niezwykłą starannością z materiałów z najwyższej półki. Nowoczesny, pięknie wykończony, inteligentny dom w zabudowie bliźniaczej o pow....",https://i.st-nieruchomosci-online.pl/8h1bksc/dom-warszawa.jpg
"Dom z garażem, ul. Izdebnicka","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25573255.html",Rembertów Warszawa,1 980 000 zł,245 m²,"8 081,63 zł/m²",bliźniak,6,714 m²,Na sprzedaż trzykondygnacyjny dom/bliźniak w Warszawie - Rembertów Wygoda. Nieruchomość składa się z działki 714 m2 i dwóch niezależnych domów. Idealny dla rodziny wielopokoleniowej...,https://i.st-nieruchomosci-online.pl/88g1dbc/dom-warszawa.jpg
Dom bliźniak Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25475108.html",Zawady Warszawa,2 900 000 zł,258 m²,"11 240,31 zł/m²",bliźniak,7,600 m²,"Kameralne, zamknięte osiedle na Zawadach, składające się z 8 domów w zabudowie bliźniaczej, zapewniające prywatność i bezpieczeństwo. Powierzchnia i układ: powierzchnia domu:...",https://i.st-nieruchomosci-online.pl/8851y9c/dom-warszawa.jpg
Dom z garażem,"https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-parkingiem/25372935.html",Radość Warszawa,1 590 000 zł,170 m²,"9 352,94 zł/m²",dom wolnostojący,6,1 281 m²,"Zachęcam do zapoznania się z ofertą- dom wolnostojący, posadowiony jest na bardzo dużej, urokliwej mającej o pow. 1281 m2 działce budowlanej. Oferujemy Państwu Dom o powierzchni...",https://i.st-nieruchomosci-online.pl/8gr944c/dom-warszawa.jpg
Dom z tarasem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-garazem/24801183.html",Wawer Warszawa,3 500 000 zł,400 m²,8 750 zł/m²,dom wolnostojący,11,742 m²,"Duży dom usytuowany w cichej, zielonej okolicy dzielnicy Wawer/ Las. Dom posiada bardzo dużą otwartą widną kuchnię z oknem, z pełnym wyposażeniem, 11 pokoi (9 pokoi o powierzchni...",https://i.st-nieruchomosci-online.pl/h1hp3hc/dom-warszawa-wynajem.jpg
Dom z garażem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-garazem/23965245.html",Wilanów Warszawa,3 600 000 zł,218 m²,"16 513,76 zł/m²",dom wolnostojący,5,1 049 m²,"Przedstawiamy dom na sprzedaż w Wilanowie w zaciszu zieleni, na zamkniętym strzeżonym osiedlu. Dom wykończony w wysokim standardzie naturalny kamień hiszpański i włoski....",https://i.st-nieruchomosci-online.pl/8d6rcxc/dom-z-parkingiem.jpg
"Dom z garażem, ul. Szkolna","https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-parkingiem/25289165.html",Stara Miłosna Warszawa,1 888 000 zł,"217,30 m²","8 688,45 zł/m²",dom wolnostojący,5,1 379 m²,Zapraszam na prezentację nieruchomości W środę 2.04. w godzinach 10 -11:30 - zapisy pod nr. Tel. 730900882 Na sprzedaż dom wolnostojący w wyjątkowej części Warszawy w dzielnicy...,https://i.st-nieruchomosci-online.pl/886rwpc/dom-warszawa.jpg
"Dom z garażem, ul. Kuropatwy","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25650076.html",Ursynów Warszawa,1 390 000 zł,"130,84 m²","10 623,66 zł/m²",część domu,5,213 m²,"1 390 000 zł | sprzedaż | 130,84 m2 użytkowa | segment środkowy | warszawa/mysiadło | Zakup od dewelopera, bez podatku pcc ! Przedmiotem sprzedaży jest segment w zabudowie szeregowej dwulokalowej...",https://i.st-nieruchomosci-online.pl/8gwv1kc/dom-warszawa.jpg
"Dom bliźniak, ul. Cokołowa","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25548626.html",Bemowo Warszawa,3 800 000 zł,407 m²,"9 336,61 zł/m²",bliźniak,14,749 m²,"Wyjątkowa Inwestycja na Bemowie - Dwa Wolnostojące Domy z Gotowym Biznesem Oferujemy do sprzedaży ekskluzywną nieruchomość inwestycyjną, składającą się z dwóch wolnostojących domów...",https://i.st-nieruchomosci-online.pl/83bxztc/dom-warszawa.jpg
Dom wolnostojący Warszawa,"https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,podpiwniczony/25669308.html",Targówek Warszawa,3 499 000 zł,416 m²,"8 411,06 zł/m²",dom wolnostojący,5,375 m²,Budynek 3 kondygnacyjny z 5-cioma lokalami użytkowymi oraz garażem z 2 pojedyńczymi stanowiskami. Budynek wybudowany pod koniec lat 90-tych. W budynku jest 5 lokali mieszkalnych po...,https://i.st-nieruchomosci-online.pl/8k5dv1c/dom-warszawa.jpg
Dom wolnostojący Warszawa,"https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,podpiwniczony/19872710.html",Targówek Warszawa,2 000 000 zł,385 m²,"5 194,81 zł/m²",dom wolnostojący,9,441 m²,"Unikatowy dom z ogrodem w doskonałym komunikacyjnie miejscu. Cisza, spokój i . szybki, bezproblemowy dojazd do Śródmieścia. Ogrodzenie na podmurówce , przestrzeń pomiędzy metalowymi...",https://i.st-nieruchomosci-online.pl/8krxddc/dom-warszawa-sprzedaz.jpg
Dom z piwnicą Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25497297.html",Sadyba Warszawa,2 790 000 zł,"191,30 m²","14 584,42 zł/m²",część domu,5,379 m²,"Widny oraz przestronny skrajny segment w prestiżowej dzielnicy Mokotów, dokładnie na Sadybie do własnej aranżacji. Dom (segment skrajny): 191,3 m2, 5 pokoi, 2 łazienki 379 m2 działki, dodatkowo:...",https://i.st-nieruchomosci-online.pl/8hsvrbc/dom-warszawa.jpg
"Dom z garażem, ul. Kuropatwy","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25653295.html",Ursynów Warszawa,1 700 000 zł,"178,55 m²","9 521,14 zł/m²",część domu,6,223 m²,"1 700 000 zł | sprzedaż | 178,55 m2 + taras 12,35 m2 | segment środkowy | józefosław | zakup od dewelopera! bez podatku pcc ! Przedmiotem sprzedaży jest segment w zabudowie szeregowej dwulokalowej...",https://i.st-nieruchomosci-online.pl/8gwv1gc/dom-z-balkonem.jpg
"Dom szeregowy, ul. Platynowa","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25605211.html",Wesoła Warszawa,1 300 000 zł,"177,50 m²","7 323,94 zł/m²",dom szeregowy,4,170 m²,"Na sprzedaż segment w stylu kanadyjskim o łącznej powierzchni 177 m2 z ogródkiem 170 m2 składa się z 3 poziomów: poziom -1, na którym znajdują się: - duże pomieszczenie...",https://i.st-nieruchomosci-online.pl/88mtgsc/dom-warszawa.jpg
"Dom z garażem, ul. Śląskiej","https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-parkingiem/25551995.html",Wawer Warszawa,2 951 000 zł,"257,42 m²","11 463,76 zł/m²",dom wolnostojący,6,1 369 m²,"Zapraszam do zapoznania się z ofertą wyjątkowego, wolnostojącego domu parterowego o powierzchni całkowitej 313,77 m (wraz z garażem i kotłownią). Dom jest usytuowany...",https://i.st-nieruchomosci-online.pl/889t2xc/dom-warszawa.jpg
Dom z garażem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25330650.html",Stare Bielany Warszawa,6 290 000 zł,459 m²,"13 703,70 zł/m²",bliźniak,9,450 m²,"Komfortowy, przestronny dom położony w cichej, bezpretensjonalnej okolicy, zaledwie dwie minuty spacerem do stacji metra. Niespotykane doświadczenie intymności i spokoju w sercu tętniącej...",https://i.st-nieruchomosci-online.pl/8kc5g9c/dom-warszawa.jpg
Dom,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25052863.html",Falenica Warszawa,2 799 000 zł,294 m²,"9 520,41 zł/m²",dom wolnostojący,5,1 650 m²,Zapraszamy Państwa do zakupu wyjątkowej nieruchomości w najlepszej lokalizacji dzielnicy Wawer - okna domu wychodzą na Mazowiecki Park Krajobrazowy! - Świetna lokalizacja względem dojazdu do innych...,https://i.st-nieruchomosci-online.pl/8y39tfc/dom-warszawa.jpg
"Dom z garażem, ul. Wał Miedzeszyński","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25640779.html",Wawer Warszawa,2 890 000 zł,224 m²,"12 901,79 zł/m²",bliźniak,5,194 m²,"Czteropoziomowy pół bliźniaka w inwestycji Saskie Zacisze Warszawa, wawer - Las Koniecznie zapoznaj się z wirtualnym spacerem! Podstawowe informacje o nieruchomości Typ: pół bliźniaka...",https://i.st-nieruchomosci-online.pl/8kgfrmc/dom-warszawa.jpg
"Willa z tarasem, ul. Mańkowska","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25425520.html",Białołęka Warszawa,1 300 000 zł,"136,88 m²","9 497,37 zł/m²",rezydencja,5,-,"Twój dom na łonie natury, blisko centrum miasta. Osiedle Wille Miejskie Mańkowska to nowoczesna inwestycja usytuowana w spokojnej, willowej części Białołęki. To miejsce, które daje wytchnienie...",https://i.st-nieruchomosci-online.pl/8gst3hc/dom-warszawa.jpg
"Dom z garażem, ul. Ludwinowska","https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-parkingiem/25512545.html",Ursynów Warszawa,2 199 000 zł,187 m²,"11 759,36 zł/m²",dom wolnostojący,5,500 m²,"Do sprzedaży piękny, wolnostojący dom na Zielonym Ursynowie w okolicy ulicy Ludwinowskiej, niedaleko ul. Puławskiej. Dom o powierzchni 187 m2 usytuowany na działce 500 m2 wybudowano w 2011...",https://i.st-nieruchomosci-online.pl/8h8tzmc/dom-warszawa.jpg
Dworek Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25600112.html",Zerzeń Warszawa,2 400 000 zł,"243,70 m²",9 848 zł/m²,dworek/pałac,6,750 m²,Dom wolnostojący o powierzchni 243m2 typu dworek na działce 750m2 z zagospodarowanym ogrodem pełnym zieleni zapewniający prywatność i spokój. Nieruchomość znajduje się na bliskim...,https://i.st-nieruchomosci-online.pl/88bzksc/dom-warszawa-sprzedaz.jpg
Dom z garażem Warszawa,"https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-balkonem/25375540.html",Żoliborz Warszawa,3 822 000 zł,246 m²,"15 536,59 zł/m²",dom wolnostojący,6,480 m²,"Hampton Home oferuje na sprzedaż dom wolnostojący na Żoliborzu w stanie do remontu o wielkości 246 m2 na działce o powierzchni 480m2. Dom składa się z: 1. sześciu pokoi, 2. oddzielnej...",https://i.st-nieruchomosci-online.pl/8fzq94c/dom-warszawa.jpg
"Dom z garażem, ul. Stanisława Leszczyńskiego","https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25647060.html",Ursus Warszawa,1 100 000 zł,100 m²,11 000 zł/m²,dom szeregowy,4,58 m²,"Bez prowizji bez podatku pcc bezpośrednio od dewelopera kontakt +48 881 433 995 Zapraszam do zapoznania się z ofertą domów w zabudowie szeregowej, znajdujących się w sercu zielonych...",https://i.st-nieruchomosci-online.pl/8k8bync/dom-warszawa.jpg
"Dom z garażem, ul. Łęgowa","https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-balkonem/25610301.html",Powsin Warszawa,2 870 000 zł,"284,18 m²",10 099 zł/m²,dom wolnostojący,6,1 470 m²,"Powsin I Dom I 6 pokoi I ulica Łęgowa l Jezioro To miejsce, które z pewnością oczaruje każdego, kto marzy o własnej oazie spokoju w otoczeniu zieleni, jeziora, ale...",https://i.st-nieruchomosci-online.pl/8hp5zsc/dom-z-balkonem.jpg
Dom z tarasem,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25169024.html",Wilanów Warszawa,2 100 000 zł,"203,24 m²","10 332,61 zł/m²",bliźniak,4,340 m²,"Dom w zabudowie bliźniaczej w prestiżowej dzielnicy Wilanów - idealna inwestycja! Na sprzedaż przestronny dom w zabudowie bliźniaczej, położony w jednej z najbardziej cenionych...",https://i.st-nieruchomosci-online.pl/8sqms6c/dom-warszawa.jpg
"Dom wolnostojący, ul. Jeziorowa","https://warszawa.nieruchomosci-online.pl/dom-wolnostojacy,z-balkonem/23144152.html",Wawer Warszawa,2 400 000 zł,240 m²,10 000 zł/m²,dom wolnostojący,8,567 m²,Dom inwestycyjny składający się z dwóch mieszkań i lokalu usługowego przy ul. Jeziorowej na Wawrze english description below - please do not hesitate to contact us Hamilton May ma...,https://i.st-nieruchomosci-online.pl/8sxh74c/mieszkanie-warszawa.jpg
Dom z garażem,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/25169025.html",Aleksandrów Warszawa,720 000 zł,43 m²,"16 744,19 zł/m²",dom letniskowy,3,495 m²,"Działka budowlana 495 m z domem holenderskim - Wawer, aleksandrów Oferuję na sprzedaż działkę budowlaną o powierzchni 495 m , położoną w Warszawie, dzielnica Wawer -...",https://i.st-nieruchomosci-online.pl/8sqmddc/dom-warszawa.jpg
Dom bliźniak Warszawa,"https://warszawa.nieruchomosci-online.pl/dom,na-sprzedaz/24827816.html",Zawady Warszawa,2 599 000 zł,"345,79 m²","7 516,12 zł/m²",bliźniak,5,550 m²,Klasa i pożądana lokalizacja - Wilanów Zawady. Oferowana nieruchomość to osiedle składające się z 12 budynków w zabudowie bliźniaczej - w sprzedaży 24 lokale zaprojektowane...,https://i.st-nieruchomosci-online.pl/8pkkncc/dom-warszawa.jpg
